businessname,dbaname,address,city,state,zip,descript,dayphn_cleaned,latitude,longitude
Souper Siam,,190 High,Boston,MA,02110,Eating & Drinking w/ Take Out,6172107953.0,42.35671999994388,-71.05226000104136
Soup Shack,,779 Centre,Jamaica Plain,MA,02130,Eating & Drinking,6176108529.0,42.30995251172651,-71.11559972392934
SOUTH BOSTON YACHT CLUB,,1849 Columbia,South Boston,MA,02127,Eating & Drinking,6172686132.0,42.33212654438874,-71.02702854467628
South End Buttery(314 Shawmut Ave.),,314 Shawmut,Roxbury,MA,02118,Eating & Drinking,6174821015.0,42.342090000007026,-71.07029000175265
South End Pita,,471 Albany,Roxbury,MA,02118,Eating & Drinking,6175562600.0,42.33974000040875,-71.06500000099311
South End Pizza & Grill,,772 Tremont,Roxbury,MA,02118,Eating & Drinking w/ Take Out,6172662525.0,42.33941000032239,-71.07974000123636
South St. Diner,,178 Kneeland,Boston,MA,02111,Eating & Drinking,6173500028.0,42.34985304057073,-71.05771705658056
Spagnoulos,,240 Hanover,Boston,MA,02113,Eating & Drinking,6177429124.0,42.363380000024854,-71.05517000122782
SPANGLER STUDENT CENTER,,1 SOLDIERS FIELD,BOSTON,MA,02163,Eating & Drinking,0.0,42.36394892290984,-71.12083941835833
Spangler Student Center Coffee Bar,,117 Western,Boston,MA,02163,Eating & Drinking,6174956415.0,42.365174082281726,-71.12222708490836
Spaulding Rehabilitation Hospital,,300 First,Charlestown,MA,02129,Eating & Drinking,6175732254.0,,
SPiN,,273 Summer,Boston,MA,02210,Eating & Drinking,6174042272.0,42.349993844650434,-71.05032565769108
Spirit of Boston,,200 Seaport,Boston,MA,02210,Eating & Drinking,6177481499.0,42.35000999968615,-71.04099000151585
SPORTS CONNECTION BAR & GRILL,,560 Dorchester,South Boston,MA,02127,Eating & Drinking,6176458440.0,42.33048868244827,-71.056730604949
Spring,,90 Peterborough,Boston,MA,02215,Eating & Drinking,,42.34307476970317,-71.09902940365166
Springhouse,,44 Allandale,Roslindale,MA,02467,Eating & Drinking,6175220043.0,42.30012000012234,-71.13059000131649
Spring Shabu-Shabu,,304 Western,Brighton,MA,02135,Eating & Drinking,,42.36267000010445,-71.13595000028558
Squeeze Juice Co.,,25 Dry Dock,Boston,MA,02210,Eating & Drinking w/ Take Out,6174597511.0,42.344263695839544,-71.02903270054128
Squeeze Juice Co.,,401 Park,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.344449188410294,-71.10287028370084
SRV,,434 Massachusetts,Roxbury,MA,02118,Eating & Drinking,6173088607.0,42.34087999959143,-71.08181000100177
Stage Karaoke X Studios,,138 Brighton,Allston,MA,02134,Eating & Drinking,6176698383.0,42.35276121573179,-71.13179059512635
Stand #301 - Draft Picks,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #401 - On Tap,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #403-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 405-Lucky's Chicken,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 406-Sal's Pizza,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 407-North End Butcher,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 408- Big Bad Burger,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #409-Boston Commons,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #412-On Tap,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #414-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #415-Frito Lay Test Kitchen,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #416-Causeway Carvery,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 418-Backbay BBQ,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #419-Lucky's Chicken,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 420-Taqueria,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #421-North End Butcher,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 489-Garden Grill,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #702-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #705-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 707-Sal's Pizza,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #708-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #709-Causeway Carvery,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #710-Lucky's Chicken,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 711-Big Bad Burger,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #712-Bullfinch Bar,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 713-Nachos and Beer,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #715-North End Butcher,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #717-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #720-Bullfinch Bar,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #721-Haymarket,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand # 722-Lucky's Chicken,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand #723-Backbay BBQ,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand # 724-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 725-Sal's Pizza,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 727-Hub Hot Dog,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Stand 730-North End Butcher,,100 Legends,Boston,MA,02114,Eating & Drinking w/ Take Out,6176241610.0,,
Standard Italian,,771 Beacon,Boston,MA,02215,Eating & Drinking,,42.347508638480065,-71.10101367349917
Stanza Dei Sigari,,294 Hanover,Boston,MA,02113,Eating & Drinking,6172270295.0,42.3641199996807,-71.05438000174541
Starbucks,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,02128,Eating & Drinking w/ Take Out,6174386184.0,,
Starbucks,,1341 Boylston,Boston,MA,02215,Eating & Drinking,6127611913.0,42.34441999987385,-71.09961000078549
Starbucks,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.36267734543621,-71.01863498065062
Starbucks,,45 Transportation,East Boston,MA,02128,Eating & Drinking w/ Take Out,6174187032.0,42.36667457310752,-71.02772059976026
Starbucks,,625 Huntington,Boston,MA,02115,Eating & Drinking w/ Take Out,6178797962.0,42.33622118435037,-71.10042780960559
Starbucks,,700 Atlantic,Boston,MA,02111,Eating & Drinking w/ Take Out,3399701981.0,42.35204827404688,-71.0551747507777
Starbucks,,700 COMMONWEALTH ,BOSTON,MA,02115,Eating & Drinking w/ Take Out,6173532947.0,42.34918401907452,-71.10404031739364
Starbucks,,99 Seaport,Boston,MA,02210,Eating & Drinking w/ Take Out,2063185936.0,42.35117453241631,-71.04541115925554
Starbucks - B18,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.36267734543621,-71.01863498065062
Starbucks B1-B3 Pre-Security,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.36267734543621,-71.01863498065062
Starbucks - B27,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.36267734543621,-71.01863498065062
Starbucks@Boston Children's Hospital,,300 Longwood,Boston,MA,02115,Eating & Drinking w/ Take Out,6173557442.0,42.337021276952704,-71.10560518492264
Starbucks @ Boston Logan Wharf Marriott,,296 State,Boston,MA,02110,Eating & Drinking w/ Take Out,7813897634.0,42.36021436884478,-71.05067647432195
Starbucks Coffee,,110 Huntington,Boston,MA,02116,Eating & Drinking w/ Take Out,6172365800.0,42.34743050913615,-71.07743587970204
Starbucks Coffee,,140 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,6178676545.0,42.344895000466,-71.1006970017528
Starbucks Coffee,,1 Thompson,Charlestown,MA,02129,Eating & Drinking w/ Take Out,,42.37526999969185,-71.06365000075073
Starbucks Coffee,,2 Park,Boston,MA,02116,Eating & Drinking w/ Take Out,,42.35226899990708,-71.06710800102283
Starbucks Coffee,,300 Faneuil Hall Marketplace,Boston,MA,02109,Eating & Drinking w/ Take Out,,42.36047273790481,-71.05548566894203
Starbucks Coffee,,440 William F McClellan,East Boston,MA,02128,Eating & Drinking w/ Take Out,0.0,42.393483999449856,-71.01297600200594
Starbucks Coffee,,500 Boylston,Boston,MA,02116,Eating & Drinking w/ Take Out,,42.35053000034381,-71.07390000167878
Starbucks Coffee,,50 Park,Boston,MA,02116,Eating & Drinking w/ Take Out,0.0,42.35125131844425,-71.06937509151477
Starbucks Coffee,,749 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,6035055633.0,42.3354099998567,-71.03562000149279
Starbucks Coffee # 10599,,125 Summer,Boston,MA,02111,Eating & Drinking w/ Take Out,2063185936.0,42.35312315905097,-71.05742297932142
Starbucks Coffee #22253,,1304 Commonwealth,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.34843900840776,-71.13418207754175
Starbucks Coffee #22566,,48 Northern,Boston,MA,02210,Eating & Drinking w/ Take Out,,42.3534491608824,-71.04626044179913
Starbucks Coffee #50497,,20 District,Dorchester,MA,02125,Eating & Drinking w/ Take Out,8573375510.0,42.32531436705742,-71.06273101728776
Starbucks Coffee # 7224,,364 Brookline,BOSTON,MA,02115,Eating & Drinking w/ Take Out,0.0,42.33896999999967,-71.10626000121844
Starbucks Coffee #7550,,2 ATLANTIC ,BOSTON,MA,02110,Eating & Drinking w/ Take Out,0.0,42.36408064819325,-71.05074132307887
Starbucks Coffee # 7804,,283 Longwood,BOSTON,MA,02115,Eating & Drinking w/ Take Out,0.0,42.337990000009654,-71.1044800012349
Starbucks Coffee # 7805,,90 Oliver,Boston,MA,02110,Eating & Drinking w/ Take Out,0.0,42.35632625022133,-71.0518760535379
STARBUCKS COFFEE # 7823,,470 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,0.0,42.34870000035035,-71.1595400006361
Starbucks Coffee # 801,,1 CHARLES ST,BOSTON,MA,02108,Eating & Drinking w/ Take Out,0.0,42.35642999999642,-71.06925000123829
Starbucks Coffee # 822,,435 STUART ST,BOSTON,MA,02116,Eating & Drinking w/ Take Out,0.0,42.34863000001652,-71.07599000123419
Starbucks Coffee #9463,,84 State,Boston,MA,02109,Eating & Drinking w/ Take Out,2063185936.0,42.35913325454445,-71.0557380990988
Starbucks Coffee-C10,,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,,
Starbucks Coffee-C28,,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.3666199526667,-71.016589349149
Starbucks Coffee Co.,,1 Financial,Boston,MA,02110,Eating & Drinking w/ Take Out,0.0,,
STARBUCKS COFFEE CO.,,222 Cambridge,Boston,MA,02114,Eating & Drinking w/ Take Out,0.0,42.36098535116457,-71.06648117244578
Starbucks Coffee Co. #7808,,1804 Centre,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,,42.28719199973772,-71.15257100051114
Starbucks Coffee Co. #872,,350 Newbury,Boston,MA,02115,Eating & Drinking w/ Take Out,,42.34811000015924,-71.08715000190476
Stardust,,1753 Centre,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6178694242.0,42.28751507883635,-71.15055866207874
Star Fish Market,,3089 Washington,Roxbury,MA,02119,Eating & Drinking,6175248711.0,42.31554115401614,-71.09907718243528
Star Market #3588,,1065 COMMONWEALTH ,ALLSTON,MA,02134,Eating & Drinking,2083954913.0,42.35267893247595,-71.12333017456518
Star Market #4572,,370 Western,Brighton,MA,02135,Eating & Drinking,2083954913.0,42.36091312663847,-71.13763700505841
Star Markets #2576,,33 Kilmarnock,Boston,MA,02215,Eating & Drinking,2083954913.0,42.34361894662224,-71.10014005167318
STASH'S PIZZA,,612 Blue Hill,Dorchester,MA,02121,Eating & Drinking w/ Take Out,6175909063.0,42.3032076252162,-71.08490179380273
State Street Financial-12th Floor,,1 Congress,Boston,MA,02108,Eating & Drinking,,42.36182000028709,-71.05839000099867
State Street Provisions,,255 State,Boston,MA,02110,Eating & Drinking,6172306095.0,42.35938091073582,-71.05114624072525
Station Bistro & KTV,,20 Hudson,Boston,MA,02111,Eating & Drinking,6172931177.0,42.350420974272446,-71.06000034363082
Stats,,80 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,6033613736.0,42.36553349531547,-71.06185622592876
Stats Bar & Grille,,77 Dorchester,South Boston,MA,02127,Eating & Drinking,6172689300.0,42.335809999352755,-71.04532000088167
St Botolph Club Inc,,199 Commonwealth,Boston,MA,02116,Eating & Drinking,6175367570.0,42.351587999819785,-71.08093000160697
St. Cecilia Parish,,18 Belvidere,Boston,MA,02115,Eating & Drinking,6175364548.0,42.34652199987492,-71.08639000201192
STEPHANIE'S,,200 Terminal,East Boston,MA,02128,Eating & Drinking,,42.36267734543621,-71.01863498065062
STEPHANIE'S,,500 Terminal,East Boston,MA,02128,Eating & Drinking,6175675700.0,42.36990420124479,-71.01943927546833
STEPHANIE'S ON NEWBURY,,190 Newbury,Boston,MA,02116,Eating & Drinking,6172360990.0,42.350167415780206,-71.07958837710852
Steve's Greek Cuisine,,1 Faneuil Hall Marketplace,Boston,MA,02109,Eating & Drinking w/ Take Out,6172631166.0,42.35965030734419,-71.05594969419191
St. George Orthodox Church,,55 Emmonsdale,West Roxbury,MA,02132,Eating & Drinking,6173230323.0,42.27722999967233,-71.151630001002
Stillwater,,120 Kingston,Boston,MA,02111,Eating & Drinking,,42.352284605644286,-71.05912076397648
St. John's Seminary,,127 Lake,Brighton,MA,02135,Eating & Drinking,9149417636.0,42.34432295962577,-71.16304875504524
STK Steakhouse,,222 Berkeley,Boston,MA,02116,Eating & Drinking,,42.350839999854266,-71.07311000081562
St. Mary's Ctr. for Women & Children,,90 Cushing,Dorchester,MA,02125,Eating & Drinking,6174368600.0,42.31390030301989,-71.06340026983223
Stockyard,,135 Market,Brighton,MA,02135,Eating & Drinking,6177824700.0,42.357779999467134,-71.1485800011207
Stop and Taste Pizza Grill,,239 Dudley,Roxbury,MA,02119,Eating & Drinking w/ Take Out,6174457866.0,42.32837982279563,-71.07974049842177
Stop & Shop #412,,1622 Tremont,Mission Hill,MA,02120,Eating & Drinking,6173232160.0,42.33370829557207,-71.10449239825937
Stop & Shop #413,,1025 Truman,Hyde Park,MA,02136,Eating & Drinking,6173232160.0,42.24246082829231,-71.1273312080693
Stop & Shop/Dunkin Donuts #18,,535 Freeport,DORCHESTER,MA,02122,Eating & Drinking,6173232160.0,42.2926400000143,-71.04900000121631
Stop & Shop Supermarket #075,,301 Centre,Jamaica Plain,MA,02130,Eating & Drinking,6173232160.0,42.3240738877097,-71.10315030700257
Stratus - 51th Floor,,800 Boylston,Boston,MA,02199,Eating & Drinking,,42.34729680482496,-71.0814574594804
STREGA,,379 Hanover,Boston,MA,02113,Eating & Drinking,6179131018.0,42.36496775641889,-71.0530514078036
Stubbys Seaport,,43 Northern,Boston,MA,02210,Eating & Drinking w/ Take Out,,42.35315974788239,-71.0468447990993
Subway,,1281 Hyde Park,Hyde Park,MA,02136,Eating & Drinking w/ Take Out,6173617373.0,42.255266751054634,-71.12450026110407
Subway,,13 William C Kelly,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175610061.0,42.37457669691503,-71.03880387729498
Subway,,1576 Dorchester,Dorchester,MA,02122,Eating & Drinking w/ Take Out,7815727104.0,42.2971071678059,-71.06047949252216
Subway,,1578 Tremont,Mission Hill,MA,02120,Eating & Drinking w/ Take Out,6172323956.0,42.33323999983772,-71.10256000125574
Subway,,2195 Commonwealth,Brighton,MA,02135,Eating & Drinking w/ Take Out,6172325752.0,42.34028006411988,-71.16648744124736
Subway,,340 Longwood,Boston,MA,02115,Eating & Drinking w/ Take Out,6172649299.0,42.33832798368653,-71.1069593361776
Subway,,393 Massachusetts,Boston,MA,02115,Eating & Drinking w/ Take Out,6174377180.0,42.34147999993117,-71.08347000127725
Subway,,401 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,9789140864.0,42.34930046891137,-71.1552742358399
Subway,,413 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,7742434497.0,42.35588899994394,-71.060325000883
Subway,,4238 Washington,Roslindale,MA,02131,Eating & Drinking w/ Take Out,4016516996.0,42.2858506340688,-71.12834185433276
Subway,,875 William T Morrissey,Dorchester,MA,02122,Eating & Drinking,4012864870.0,42.29357322478331,-71.04787805784088
Subway,,904 Huntington,Mission Hill,MA,02130,Eating & Drinking,6172325752.0,42.33189984779459,-71.11181573179333
Subway,,944 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.38616686017214,-71.00953059258804
Subway,,981 Tremont,Mission Hill,MA,02120,Eating & Drinking,6179890453.0,42.33733000022855,-71.08439000150844
Suffolk Construction,,65 Allerton,Roxbury,MA,02119,Eating & Drinking,6175173556.0,42.32832907030409,-71.07020932937677
Suffolk University 150 Tremont,,150 Tremont,Boston,MA,02111,Eating & Drinking w/ Take Out,6175738315.0,42.35479835772509,-71.06310134665371
Suffolk University Cafe 73,,73 Tremont,Boston,MA,02108,Eating & Drinking w/ Take Out,6175738315.0,42.35780641981776,-71.06080995990776
Suffolk University Court Cafe,,1 Court,Boston,MA,02108,Eating & Drinking w/ Take Out,6175738315.0,42.35902000016333,-71.05794000104756
Suffolk University Sargent Hall,,120 Tremont,Boston,MA,02108,Eating & Drinking w/ Take Out,6175738315.0,42.35671299048021,-71.06115377188809
Suffolk University Sawyer Cafe,,8 Ashburton,Boston,MA,02108,Eating & Drinking w/ Take Out,6175738315.0,42.35896319288788,-71.06184793532728
Suffolk University Smith Cafe,,20 Somerset,Boston,MA,02108,Eating & Drinking w/ Take Out,6175738315.0,42.359681663543824,-71.0617277510298
Sufra,,52 Queensberry,Boston,MA,02215,Eating & Drinking,8326466414.0,42.342574858500726,-71.09731994465268
Sugar Baking,,1884 Centre,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6173278427.0,42.2857599995812,-71.15535000135033
Sugar Bowl Cafe LLC,,857 Dorchester,Dorchester,MA,02125,Eating & Drinking,6178491021.0,42.32146144250702,-71.05696022051293
Sugar Factory,,100-199 Faneuil Hall Market,Boston,MA,02109,Eating & Drinking,,,
Sullivan's,,2080 WM J DAY ,SOUTH BOSTON,MA,02127,Eating & Drinking w/ Take Out,6176969721.0,,
Sullivan's Castle Island @ Hub Hall,,80 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,6172685685.0,42.36553349531547,-71.06185622592876
Sullivan's Public House,,85 Main,Charlestown,MA,02129,Eating & Drinking,6175808146.0,42.37395813448064,-71.06275087496263
Sullivan's Tap,,168 Canal,Boston,MA,02114,Eating & Drinking,7164351356.0,42.3650160646198,-71.06117955270855
sultana's bakery & cafe,,1585 Commonwealth,Brighton,MA,02135,Eating & Drinking w/ Take Out,6172025454.0,42.34426267685569,-71.14307042276954
Summit Partners,,222 Berkeley,Boston,MA,02116,Eating & Drinking,6174297502.0,42.350839999854266,-71.07311000081562
Sunday Bakery,,418 Market,Brighton,MA,02135,Eating & Drinking w/ Take Out,6175626333.0,42.34928855493394,-71.15322040181812
Sunny Cafe,,1000 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,6464790887.0,42.38686999932793,-71.0068700016629
Sunny Girl,,252 Commercial,Boston,MA,02109,Eating & Drinking,8572770356.0,42.36399000018087,-71.0513700016888
SUN PIZZA,,46 Washington,Dorchester,MA,02121,Eating & Drinking w/ Take Out,6175411991.0,42.30715000043763,-71.08214000155917
SUN PIZZA.,,870 BLUE HILL ,DORCHESTER,MA,02124,Eating & Drinking w/ Take Out,,42.295067080440944,-71.08753880337035
Superstar Cuisine,,1156 River,Hyde Park,MA,02136,Eating & Drinking w/ Take Out,6173644600.0,42.25641999974807,-71.1203300011082
Super Stop & Shop,,1100 Massachusetts,Dorchester,MA,02125,Eating & Drinking,6175414700.0,42.32652976919247,-71.06504976608561
Supreme Pizza,,177 Massachusetts,Boston,MA,02115,Eating & Drinking w/ Take Out,6172478252.0,42.3457700001835,-71.08734000076146
SUSAN BAILIS ASSISTED LIVING,,352 Massachusetts,Boston,MA,02115,Eating & Drinking,7817624800.0,42.342059090718294,-71.0834891572444
Sushi By Bosso Ramen Tavern,,163 Newbury,Boston,MA,02116,Eating & Drinking,,42.35083999962928,-71.07879000040937
Sushi Today,,1562 Tremont,Mission Hill,MA,02120,Eating & Drinking,6177380888.0,42.332929999914946,-71.10170000124276
Su Su Gourmet,,70 Tyler,Boston,MA,02111,Eating & Drinking,6173387388.0,42.34924807922424,-71.06120859947771
Suya Joint,,185 Dudley,Roxbury,MA,02119,Eating & Drinking,5084466746.0,42.32841287435208,-71.08195320832459
Sweeney's on Boylston,,61 Exeter,Boston,MA,02199,Eating & Drinking,6175365300.0,42.349129917343994,-71.07961839442282
Sweet Boba,,9 William C Kelly,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.37451000033006,-71.03882800151825
Sweet Cheeks,,144 Brookline,Boston,MA,02215,Eating & Drinking,6172661300.0,42.3444624385676,-71.1010982758041
Sweet Cheeks/Fool's Errand,,144 Brookline,Boston,MA,02215,Eating & Drinking,7812049313.0,42.3444624385676,-71.1010982758041
Sweet & Comfy,,2 Tremont,Brighton,MA,02135,Eating & Drinking w/ Take Out,,42.35048999952738,-71.16837200175665
Sweetgreen,,132 Brookline,Boston,MA,02215,Eating & Drinking,6033128613.0,42.34494600018435,-71.1005700012279
Sweetgreen,,15 School,Boston,MA,02108,Eating & Drinking,6033128613.0,42.35763468856257,-71.05872810120735
Sweetgreen,,225 Franklin,Boston,MA,02110,Eating & Drinking,6033128613.0,42.356135732002706,-71.0540683495597
Sweetgreen,,23 Northern,Boston,MA,02210,Eating & Drinking,6033128613.0,42.353425169987005,-71.0476118790756
Sweetgreen,,296 Cambridge,Boston,MA,02114,Eating & Drinking,6033128613.0,42.360946827263106,-71.06847085480901
Sweetgreen,,350 Harrison,Roxbury,MA,02118,Eating & Drinking,3238687790.0,42.34515704361879,-71.06335020775455
Sweetgreen,,354 Longwood,Boston,MA,02215,Eating & Drinking,6033128613.0,42.33898734240272,-71.10769427415768
Sweetgreen,,60 State,Boston,MA,02109,Eating & Drinking,6033128613.0,42.359270000101496,-71.05643000032522
Sweetgreen,,659 Boylston,Boston,MA,02116,Eating & Drinking,,42.35002000031056,-71.07865000038235
Sweetgreen,,800 Boylston,Boston,MA,02199,Eating & Drinking w/ Take Out,,42.34729680482496,-71.0814574594804
Sweetgreen,,87 Summer,Boston,MA,02111,Eating & Drinking,6033128613.0,42.35384802690848,-71.05856104557041
Sweeties,,48 Corinth,Roslindale,MA,02131,Eating & Drinking w/ Take Out,5186052299.0,42.28596999976435,-71.129140001674
Sweet Kingdom,,15 Beach,Boston,MA,02111,Eating & Drinking w/ Take Out,6178165623.0,42.35138427940127,-71.06231669167732
Sweet Life Bakery and Cafe,,2243 Dorchester,Dorchester,MA,02124,Eating & Drinking,,42.27378256306346,-71.06785021032583
Sweet Rice,,695 Centre,Jamaica Plain,MA,02130,Eating & Drinking,6175220555.0,42.31179014803039,-71.11453016666088
Sweet Rice Thai Sushi,Sweet Rice Thai Sushi,187 Main,Charlestown,MA,02129,Eating & Drinking w/ Take Out,,42.37600499984661,-71.0647250008317
Sweet Sip,,285 Adams,Dorchester,MA,02122,Eating & Drinking w/ Take Out,8576548378.0,42.299664729510575,-71.05878941872314
Sweet Spoon,,2 Chestnut Hill,Brighton,MA,02135,Eating & Drinking w/ Take Out,6178707903.0,42.348889999859914,-71.15328000111485
Sweet Waffles & Boba,,18 Hudson,Boston,MA,02111,Eating & Drinking w/ Take Out,8573896625.0,42.35051811091438,-71.05995271988465
Swingers The Crazy Golf Club,,777 Boylston,Boston,MA,02116,Eating & Drinking,,42.349169860800934,-71.08132480568739
Swiss Bakers,,168 Western,Allston,MA,02134,Eating & Drinking,7813155008.0,42.363010000118344,-71.12851000146105
SYMPHONY SUSHI,,45 Gainsborough,Boston,MA,02115,Eating & Drinking,6176695420.0,42.34198972477782,-71.08708129054453
Table Caffe,,396 Hanover,Boston,MA,02113,Eating & Drinking w/ Take Out,8572504286.0,42.3660199998677,-71.05296000082284
Table/Table Mercato,,445 Hanover,Boston,MA,02109,Eating & Drinking,6173201109.0,42.36616122641174,-71.05264067467823
Taco Azul,,21 Beacon,Boston,MA,02108,Eating & Drinking,9286076511.0,42.35819151038157,-71.06240705595307
Taco Bell,,1084 Boylston,Boston,MA,02115,Eating & Drinking w/ Take Out,,42.34691199992926,-71.08819600149593
Taco Bell,,202 Harvard,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.34997000061813,-71.13048000133386
Taco Bell,,288 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,,42.348660000411,-71.15050000115262
Taco Bell,,2 Maverick,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.36925225347362,-71.03997065948633
Taco Bell,,449 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,8573411540.0,42.335931678468135,-71.04679967180195
Taco Bell,,74 Summer,Boston,MA,02110,Eating & Drinking,9788807699.0,42.354093837551254,-71.0582596585647
Taco Bell # 29265,,1560 VFW,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6173272645.0,42.26679719811303,-71.1685721224018
Taco John's,,71 Summer,Boston,MA,02111,Eating & Drinking w/ Take Out,8592615400.0,42.35404503414631,-71.05891534098055
TACO MEX,,65 Maverick,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175939866.0,42.36968564709534,-71.03865984070907
Tacos El Chikis,,48 Northern,Boston,MA,02210,Eating & Drinking,6178657273.0,42.3534491608824,-71.04626044179913
TAIWAN CAFE,,34 Oxford,Boston,MA,02111,Eating & Drinking,6174268181.0,42.351466978762176,-71.06020914139222
Taiyaki NYC,,121 Seaport,Boston,MA,02210,Eating & Drinking w/ Take Out,9175399526.0,42.350884686367415,-71.04459809425383
TALK AND WOK CAFE,,1277 River,Hyde Park,MA,02136,Eating & Drinking,6173616888.0,42.2559520964058,-71.12428934085706
Tall Ship Restaurant,,   , ,MA, ,Eating & Drinking,,,
Tall Ship Restaurant- #1,,   , ,MA, ,Eating & Drinking w/ Take Out,,,
Tall Ship Restaurant #2,,   , ,MA, ,Eating & Drinking w/ Take Out,8137855466.0,,
Tall Ship Restaurant- #5,,1 East Pier,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.364956191451554,-71.04121482120479
Tall Ship Restaurant- #7,,   , ,MA, ,Eating & Drinking w/ Take Out,,,
